"File","Width","Height","Expected","SizePass","Sha256"
"all_souls_return.png","1000","760","1000x760","True","8789A3D41B9C03E21F8B8CA50630C9ECDF1517F067C04C1FEA8A7E8B96D1A3F1"
"ancient_dragon_lightning.png","1000","760","1000x760","True","3864B265EC05A874E83D964BC7F5E92DA52E0372424F9AAB1B09A7CDB7713AC1"
"ancient_dragon_spear.png","1000","760","1000x760","True","CA67DC75FE61326561FB636046BEEF2D0AAF24669D3988168AC1E3E1754D1CBB"
"bone_coin.png","1000","760","1000x760","True","09C5E038E577586291BC7604171D9E48263919EEB8A7DAD69212269E522C7093"
"emergency_restore.png","1000","760","1000x760","True","B5C3F9A33C53F82E7F48337CCA7ED9F3ED4C7165CB889F8A710AC8A6DE933D65"
"frenzied_three_fingers.png","1000","760","1000x760","True","D1B7519A98017B2978F9766ADC6575D25BCBD40B8052B94FF51688BE75815803"
"grooming.png","1000","760","1000x760","True","9470DF688D62A598474C70255CFD25504A61DF030FBB2BE20990BAD734481B3B"
"lansseax_blade.png","1000","760","1000x760","True","854E806B863948AD64D8306B6F62A8298A6DB928E9C5854785A7A0AC8C61C07F"
"reanimate_dead.png","1000","760","1000x760","True","176411CEEE88736452D97756EC50D01E7E3C27F5017DA6F7EB9D00B879EA2D71"
"recover.png","1000","760","1000x760","True","08D5804E8A092925D5E5FE0B57207C9E0CF68846F67D214E4359FCE9DA488753"
"revenant_card.png","1000","760","1000x760","True","CA45F2624E1B7829E3870BD3B02859C70BE73DC2D8B59F456F52B69E7A52EFD6"
"soul_cursing_bell.png","1000","760","1000x760","True","4266E773A14EBA250B7C730DF3DEB83A76014D2ED2106AC71AADC049E91BC1D6"
"soulbound.png","1000","760","1000x760","True","CF0C9E4CAC7DAF202475C403D4B3E69C9CE23490CDF474E927B2F9FE267B1B1E"
"space_rending_frenzy.png","1000","760","1000x760","True","5AE676379DB0AFA4AA65FED9C9E3F60F3C20545B7D6E8964A47A22B561F87CCC"
"spirit_gathering.png","1000","760","1000x760","True","BC84CBA072FBD2AE2B446E9B9742B52FE24AAC4144E7B3959DF3DB2800AFB0D2"
"stun_call.png","1000","760","1000x760","True","A8B10C4E203532B3D316DA182353DDFFF4106D145545E0CED2CD022F2088702A"
"surge.png","1000","760","1000x760","True","6ECF666ABB79FD0396BD50587CEDAD708BD01BE8140E53976686CA38D66A0C11"
"white_shadow_lure.png","1000","760","1000x760","True","16A9737C72EE86361B258C573DB521745BC20B8C3FD1E001F506323FB8F4F1D8"
