"File","Width","Height","Expected","SizePass","Sha256"
"all_souls_return.png","1000","760","1000x760","True","B0D24C0E85BB4A03AD8CC51747473E1220468758DA8F3486A3029CC53F3E5FFF"
"ancient_dragon_faith.png","1000","760","1000x760","True","3D4474CC8FB0993FA74919A72607A4C63BFF6055D3B1A0EF4534AABD78573795"
"ancient_dragon_lightning.png","1000","760","1000x760","True","069B2F43F1423F00D158B71F1ED61A342BB20E2AD3D0F0AD2B3FE87FA421AEED"
"ancient_dragon_spear.png","1000","760","1000x760","True","9F69DD2FEBB6ACBEAE117BD6375D75C011CE71EC9EBDFB543AB0BB505F6895AD"
"answer_the_call.png","1000","760","1000x760","True","F9EFEDCBD9E12B2C4D962FD58F999C1645DB918E3B8D483BDB247FC0CED94125"
"beast_claw_mark.png","1000","760","1000x760","True","F613ECA9D55D84EBB4442685E61DEB212B8012D1D34F1863746C7B704D6AE0B9"
"beast_claw.png","1000","760","1000x760","True","FAB5FC0FA1C68B31FFF1348D56BCFC08DDE289A291C14491030E1BAB32978296"
"beaststone.png","1000","760","1000x760","True","B66A1FD61EB21BC8C023D867A011044698B93835D37FDEB5EF35F12B33745737"
"blessing_of_grace.png","1000","760","1000x760","True","BF918DFDCB6A0A77D90669DE1B0E170EC1B8CE34BA5336F68D4B7AE810C43BF5"
"bodyguard_bone.png","1000","760","1000x760","True","B112242A0DD5937891DBC38CD1482D78AC04E68AC063729D0F727FE280DB8867"
"bone_coin.png","1000","760","1000x760","True","35910F4DCDB45AA554E732DEA33F133E9B5607681C796A6AB942695F27C86CC0"
"brute_force_path.png","1000","760","1000x760","True","24824108BF28212081CFB802C5228616F0A232453414BC208ABA6448BBC354CE"
"burn_life.png","1000","760","1000x760","True","0B5B206DB631CE5C0AECD6CD6564A1785CD798F16DF0F4D376570E5E7C5B3F7C"
"call.png","1000","760","1000x760","True","916E72642230ABF336A30DBB59C8793D28F27E4727C0D85B6C0DC0A015E76EDD"
"change_hands.png","1000","760","1000x760","True","304C57786F1D36A47BE815AB9C7BA35EC8D9FCC4A1BC183CDC7FB8D4718F8017"
"chanting_blessing.png","1000","760","1000x760","True","1500EBAD4710C033B3DF592BC812A192CCB0663569D360A9E2C4129458E7DC60"
"close_guard.png","1000","760","1000x760","True","3AB63CC41B6F970279ACAD90618C96BF128549E9F889808F060909C2B95D6182"
"concerto.png","606","852","606x852","True","57868D01B20F90C8E5392070F889A8B77760F0C415FC86CB1F90BD9054CDF294"
"cursed_claw_combo.png","1000","760","1000x760","True","946AB45C68E3C4D77C3D1F5015D51685D966B44CD2025CED40D6916084469F64"
"dead_realm_spirit_fire.png","1000","760","1000x760","True","CED721A66133F62CA9B96F525544F8D6C7B8D6E3B65B4139F196C152F6E4EFF9"
"death_lightning.png","1000","760","1000x760","True","A2ADA8D3851850733951252A209CB902FB4CD4EEB323825088A22890325B7520"
"defend_revenant.png","1000","760","1000x760","True","27817B0FEB1CA8021A1CCB90D5FE47DDA8E22C6FEDAE09EB4B98179123BD0768"
"emergency_restore.png","1000","760","1000x760","True","3EF61FF3C0A9ADC4F27A509F19EF10F889C0967FB8094820A55DB3598F27B8F6"
"ensemble.png","1000","760","1000x760","True","00275FA9704B24730D6A62BEDDE322A556D11850A17D0E13F1D7A0A20D84AD2E"
"fight_for_me.png","606","852","606x852","True","0E8E02D59A5AD32D87937600825E426FD94A85CD2CEC87E649135CDB1441F2B0"
"flannsax_lightning_spear.png","1000","760","1000x760","True","3DA527D9C2052DCAA929CEED9DD4E0A71BFD5E021A0F1F142B98A8E62FF29E77"
"following_shadow.png","1000","760","1000x760","True","C67591520A719E7D68298C5A9E327C7EB7661F527D61037E0693447AD831E54F"
"formation_breaker_hammer.png","1000","760","1000x760","True","2938E58930BD8F09A51AE32F2D30A796DA027E9FC561BF6808195010F7E90A9E"
"frenzied_flame.png","1000","760","1000x760","True","CB944A17B7D37C2EF8AF8B1B9B937C9F44B3ADD65A81269FB02A02EC40B726C2"
"frenzied_three_fingers.png","1000","760","1000x760","True","9FE87EBC54758EF679A8B7E03135B08EE3CB05887D36C0187D675916671CFE4D"
"gaze_beyond.png","1000","760","1000x760","True","AF79709E356193F02A39D8F9201E5BAF685A9D073529A731953E1E9BF890420E"
"ghostly_touch.png","1000","760","1000x760","True","5BD0F6F0DFB8E40E6DC4386919E442F414EAAAE7B1319F374F20EB5C697831C0"
"giant_skeleton_wrath.png","1000","760","1000x760","True","A5156531A0B4FD3A77BCEB67D26886CF22D537DEB62A900B83892C151551C51F"
"golden_order.png","1000","760","1000x760","True","BD62336C2E8E74C47AA839607BC48A0208BD3CF7E54510C33D1215A57B0D2C4D"
"grave_rob.png","1000","760","1000x760","True","C041E45E28891349888355319F7F34D52135D1F792CC8456DEF72F823A6C20BC"
"greater_recover.png","1000","760","1000x760","True","9CA3646605427F4DFE5CB89D721421041FAFA972592616042F038E15D0F7ADCC"
"grooming.png","1000","760","1000x760","True","4AB86B086E2566DBE8A1EB6F585101BBB2E23AEC5DE1B7692DC9131F27C07CDA"
