"File","Width","Height","Expected","SizePass","Sha256"
"blessing_of_grace.png","1000","760","1000x760","True","1DCD128B78395737749F35356CCD991538CBEBBA8499E2EBC07D630F1DEE1705"
"burn_life.png","1000","760","1000x760","True","32C7C50B567213D5057A21952004F09F4D80EB132A7418E62370AE1D44135E6D"
"concerto.png","606","852","606x852","True","0C384122DD0A80CFA84A8711F44E2ECD5869543151C6942C9CC183A76A571534"
"dead_realm_spirit_fire.png","1000","760","1000x760","True","2B14AC6FEEEDA6D4053F2A8651B46FA38341099B241F33829A46370DEE77ED2E"
"ensemble.png","1000","760","1000x760","True","7444713B9F946F1CBD66F495A106D2212FA897BB5F709EEBFD09CF48DAE1A01B"
"fight_for_me.png","606","852","606x852","True","A6D09A962391C291FEE3157D18C9B07406EFFC8BC59E7DD2FF29426BD60A0C92"
"gaze_beyond.png","1000","760","1000x760","True","E786CD136D2469F47EE93060BB6C3CEC8523D9385AF8CCF6F66704B1A3FAA49D"
"greater_recover.png","1000","760","1000x760","True","FA2F264F9A944E0F4E51B0A00B520C9ADCA0B5765457EF501A85CA35A88DE186"
"heavy_echo.png","1000","760","1000x760","True","61AAC77859CD8BC3C3B1B4C8A430C56154616C8E855990A9D478F4DB71DEFFEC"
"kings_recovery.png","1000","760","1000x760","True","E4EA703336251A2460A990DE0D4681821AFCA73D382E2F31D9B616AED38058FB"
"precise_lightning_strike.png","1000","760","1000x760","True","E88875EF3645F361B0531F27989DE6C299122CC9D7B7159BE6BC195F36D4641B"
"soul_return.png","1000","760","1000x760","True","0FA2661B172835F1364CBD25DD0F35D272ED2267DD1B9D5DA63FFBF492504EB6"
